ACTION;WORDNET;WN_OFFSET;VERBNET;FRAMENET;NPC
open pouch;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open pram;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open purple book;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open quartz cover;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open raincoat;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open receptacle;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open royal-blue box;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open sack;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open safe;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open satchel;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open secret door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open secret panel;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open shark repellent;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open shield;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open slab;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open slot;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open stone door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open stump;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open tank;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open tapestry;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open tarot box;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open telescope;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open terminal;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open throttle;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open tin;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open toilet;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open toolkit;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open toolshed;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open torch;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open towel;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open trap door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open trapdoor;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open tray;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open trunk;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open tube;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open umbrella;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open vial;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open wallet;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open wardrobe;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open washing machine;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open washing machine with poker;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open west door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open white door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open william coffin;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open window;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open window with wrench;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open wooden door;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open wrapper;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
open zipper;open.v.01;v01346003;crane-40.3.2,other_cos-45.4,spatial_configuration-47.6;254;0
oracle, hello;say.v.08;v00979870;say-37.7-1;6;0
order drink;order.v.02;v00745499;get-13.5.1;41;0
order food;order.v.02;v00745499;get-13.5.1;41;0
out;travel.v.01;v01835496;run-51.3.2;7;0
ozmoo myself;;;;;0
paddle west;paddle.v.01;v01947887;nonvehicle-51.4.2;65;0
paint cue ball;paint.v.02;v01362736;coloring-24;;0
paper;choose.v.01;v00674607;get-13.5.1;352;0
pick cuffs with needle;;;;;0
pick lock with sharp pick;;;;;0
pick up cube;pick_up.v.02;v01207402;;;0
pinch me;pinch.v.01;v01456771;touch-20-1;17;0
plant bean in vegetable plot;plant.v.01;v01567275;;2015;0
plant fluff in flowerpot;plant.v.01;v01567275;;2015;0
plant weed;plant.v.01;v01567275;;2015;0
play accordion;play.v.03;v01725051;performance-26.7-1-1;801;0
play arcade;;;;;0
play flute;play.v.03;v01725051;performance-26.7-1-1;801;0
play organ;play.v.03;v01725051;performance-26.7-1-1;801;0
play people;play.v.18;v01717169;performance-26.7-1-1;801;0
play pool;play.v.18;v01717169;performance-26.7-1-1;801;0
play syrinx;play.v.03;v01725051;performance-26.7-1-1;801;0
play tape;play.v.13;v01717436;performance-26.7-1-1;801;0
play whistle;play.v.03;v01725051;performance-26.7-1-1;801;0
plover;say.v.08;v00979870;say-37.7-1;6;0
plug hair dryer into wall;plug_in.v.01;v01421122;;;0
plug in television;plug_in.v.01;v01421122;;;0
plug in toaster;plug_in.v.01;v01421122;;;0
plug toaster into wall;plug_in.v.01;v01421122;;;0
plugh;say.v.08;v00979870;say-37.7-1;6;0
point at blue carpet;charge.v.17;v01152214;;;0
point at coconut;charge.v.17;v01152214;;;0
point at cola;charge.v.17;v01152214;;;0
point at vodka;charge.v.17;v01152214;;;0
point down;charge.v.17;v01152214;;;0
point east;charge.v.17;v01152214;;;0
point it at goats;charge.v.17;v01152214;;;0
point it at knight;charge.v.17;v01152214;;;0
point it at lemniscus;charge.v.17;v01152214;;;0
point it at me;charge.v.17;v01152214;;;0
point it at metal;charge.v.17;v01152214;;;0
point it at mural;charge.v.17;v01152214;;;0
point it at rod of life;charge.v.17;v01152214;;;0
point it at thorns;charge.v.17;v01152214;;;0
point machine at tree;charge.v.17;v01152214;;;0
point rod of returning at me;charge.v.17;v01152214;;;0
point sacrifice at board;charge.v.17;v01152214;;;0
point to coconut;charge.v.17;v01152214;;;0
point to key;charge.v.17;v01152214;;;0
point wand at menhir;charge.v.17;v01152214;;;0
point west;steer.v.01;v01931768;;;0
polish orb;polish.v.01;v01245637;;;0
port;port.v.03;v01979085;;;0
pour coffee in drain;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour cold porridge in gigantic bowl;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour fluid in hole;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour hot porridge in gigantic bowl;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour liquid on body;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour liquid on slime;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour liquid on torch;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour milk in cauldron;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour vodka in cola;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour water in silver chalice;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour water on beanstalk;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour water on coin;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour water on detective;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour water on net;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour water on plant;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour water on powder;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour wax on floor;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour wine in blue goblet;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pour wine in green goblet;pour.v.01;v02069551;pour-9.5,preparing-26.3-2,substance_emission-43.4;;0
pray;pray.v.01;v00759944;long-32.2-1;301;0
pray to kraxis;pray.v.01;v00759944;long-32.2-1;301;0
press 0;press.v.01;v01447257;push-12-1-1;55;0
press 2;press.v.01;v01447257;push-12-1-1;55;0
press 3;press.v.01;v01447257;push-12-1-1;55;0
press 4;press.v.01;v01447257;push-12-1-1;55;0
press 5;press.v.01;v01447257;push-12-1-1;55;0
press black;press.v.01;v01447257;push-12-1-1;55;0
press blue;press.v.01;v01447257;push-12-1-1;55;0
press blue button;press.v.01;v01447257;push-12-1-1;55;0
press bottom;press.v.01;v01447257;push-12-1-1;55;0
press brown button;press.v.01;v01447257;push-12-1-1;55;0
press button;press.v.01;v01447257;push-12-1-1;55;0
press buy;press.v.01;v01447257;push-12-1-1;55;0
press channel;press.v.01;v01447257;push-12-1-1;55;0
press down;press.v.01;v01447257;push-12-1-1;55;0
press down button;press.v.01;v01447257;push-12-1-1;55;0
press east wall;press.v.01;v01447257;push-12-1-1;55;0
press emergency button;press.v.01;v01447257;push-12-1-1;55;0
press forcefield;press.v.01;v01447257;push-12-1-1;55;0
press gray button;press.v.01;v01447257;push-12-1-1;55;0
press green;press.v.01;v01447257;push-12-1-1;55;0
press green button;press.v.01;v01447257;push-12-1-1;55;0
press ignition;press.v.01;v01447257;push-12-1-1;55;0
press information;press.v.01;v01447257;push-12-1-1;55;0
press island;press.v.01;v01447257;push-12-1-1;55;0
press knob;press.v.01;v01447257;push-12-1-1;55;0
press lever;press.v.01;v01447257;push-12-1-1;55;0
press med;press.v.01;v01447257;push-12-1-1;55;0
press north wall;press.v.01;v01447257;push-12-1-1;55;0
press powerup;press.v.01;v01447257;push-12-1-1;55;0
press project status stud;press.v.01;v01447257;push-12-1-1;55;0
press red;press.v.01;v01447257;push-12-1-1;55;0
press red button;press.v.01;v01447257;push-12-1-1;55;0
press sequence stud;press.v.01;v01447257;push-12-1-1;55;0
press south wall;press.v.01;v01447257;push-12-1-1;55;0
press start;press.v.01;v01447257;push-12-1-1;55;0
press status stud;press.v.01;v01447257;push-12-1-1;55;0
press switch a;press.v.01;v01447257;push-12-1-1;55;0
press switch b;press.v.01;v01447257;push-12-1-1;55;0
press techno;press.v.01;v01447257;push-12-1-1;55;0
press up button;press.v.01;v01447257;push-12-1-1;55;0
press west wall;press.v.01;v01447257;push-12-1-1;55;0
press white;press.v.01;v01447257;push-12-1-1;55;0
press white panel;press.v.01;v01447257;push-12-1-1;55;0
press white, gray, black, red, black;press.v.01;v01447257;push-12-1-1;55;0
press yellow button;press.v.01;v01447257;push-12-1-1;55;0
prick dummy;prickle.v.03;1440801;hurt-40.8.3-2,poke-19;;0
probe contacts;probe.v.02;v01226875;search-35.2;31;0
prosser, lie in the mud;lie_down.v.01;v01985029;assuming_position-50;770;1
pry sixth rib with sword;pry.v.01;v01593254;remove-10.1,split-23.2;31;0
pull anchor;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull antenna;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull branch;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull breaker;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull chain;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull clean hook;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull cloth;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull cord;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull dial;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull flower;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull hose;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull knob;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull leaves;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull lever;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull line;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull lining;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull mat;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull pin;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull pipe;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull quartz;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull railing;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull rods;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull ropes;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull second peg;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull shaft;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull slide;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull third peg;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull tinsel;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull torch;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pull weed;pull.v.04;v01609287;carry-11.4,push-12-1;55;0
pulver river;;;;;0
punch out blue dot;punch.v.03;v01442779;carve-21.2-2;;0
push ass;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push autopilot button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push ball south;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push ball southwest;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push bed;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push bell;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push blue;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push bookcase;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push boulder;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push boulders;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push bunk;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push button 1;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push button 3;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push button 7;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push button 9;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push button enter;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push can against wall;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push chandelier;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push coffin n;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push coffin s;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push coffin w;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push demeter northwest;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push demeter southwest;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push dionysus southeast;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push dionysus southwest;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push dispenser button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push dusty n;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push dusty s;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push filthy n;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push filthy s;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push fountain;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push golden machine east;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push golden machine south;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push green;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push green button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push it south;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push joystick east;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push joystick west;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push knob;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push left button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push lever;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push locker east;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push moldy n;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push moldy s;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push mountain;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push newspaper under door;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push painting;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push pet;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push piano east;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push piano north;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push piano south;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push pine panel;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push play;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push poseidon northeast;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push pram e;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push pram east;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push pram south;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push purple;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push railing;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push red;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push red button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push right button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push rock;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push rod;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push second switch;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push south wall;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push statue;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push statue n;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push statue w;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push switch;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push table e;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push table n;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push table s;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push test button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push tree north;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push wand;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push west wall;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push wireless north;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push yellow;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
push yellow button;push.v.01;v01871979;carry-11.4-1-1,funnel-9.3-2-1,push-12-1-1;55;0
put 10 in box;insert.v.02;v00187526;;62;0
put ace in projector;insert.v.02;v00187526;;62;0
put acorns in net;insert.v.02;v00187526;;62;0
put all down;drop.v.01;v01977701;put_direction-9.4,roll-51.3.1;55;1
put all except book in zipper;insert.v.02;v00187526;;62;0
put all in crate;insert.v.02;v00187526;;62;0
put all in fireplace;insert.v.02;v00187526;;62;0
put all in pocket;insert.v.02;v00187526;;62;0
put all in thing;insert.v.02;v00187526;;62;0
put all in toolkit;insert.v.02;v00187526;;62;0
put all in zipper;insert.v.02;v00187526;;62;0
put all in zipper except book;insert.v.02;v00187526;;62;0
put all into thing;insert.v.02;v00187526;;62;0
put all on box;put.v.01;v01494310;put-9.1-2;62;0
put amber in socket;insert.v.02;v00187526;;62;0
put amulet in slot;insert.v.02;v00187526;;62;0
put arrow in crossbow;insert.v.02;v00187526;;62;0
put ash on journal;put.v.01;v01494310;put-9.1-2;62;0
put ashes on coin;put.v.01;v01494310;put-9.1-2;62;0
put astrolabe in mounting;insert.v.02;v00187526;;62;0
put bag in case;insert.v.02;v00187526;;62;0
put ball in machine;insert.v.02;v00187526;;62;0
put balloon on pentagon;put.v.01;v01494310;put-9.1-2;62;0
put bar in case;insert.v.02;v00187526;;62;0
put battery in panel;insert.v.02;v00187526;;62;0
put bauble in case;insert.v.02;v00187526;;62;0
put bazooka on claw;put.v.01;v01494310;put-9.1-2;62;0
put beam across doorway;put.v.01;v01494310;put-9.1-2;62;0
put beam under lintel;put.v.01;v01494310;put-9.1-2;62;0
put berries in pan;insert.v.02;v00187526;;62;0
put bit in cup;insert.v.02;v00187526;;62;0
put bit in tea;insert.v.02;v00187526;;62;0
put black in slot;insert.v.02;v00187526;;62;0
put black rod in hole;insert.v.02;v00187526;;62;0
put bladder in geyser;insert.v.02;v00187526;;62;0
put bladder in sack;insert.v.02;v00187526;;62;0
put blanket on grue;put.v.01;v01494310;put-9.1-2;62;0
put blue in glasses;insert.v.02;v00187526;;62;0
put blue sphere in sapphire stand;insert.v.02;v00187526;;62;0
put bomb in sewer;insert.v.02;v00187526;;62;0
put book in cabinet;insert.v.02;v00187526;;62;0
put book in large recess;insert.v.02;v00187526;;62;0
put bottle in zipper;insert.v.02;v00187526;;62;0
put box in zipper;insert.v.02;v00187526;;62;0
put bracelet in case;insert.v.02;v00187526;;62;0
put branch in pit;insert.v.02;v00187526;;62;0
put branch under boulder;put.v.01;v01494310;put-9.1-2;62;0
put brass key on keyring;put.v.01;v01494310;put-9.1-2;62;0
put bread in zipper;insert.v.02;v00187526;;62;0
put brick in hole;insert.v.02;v00187526;;62;0
put bronze key on keyring;put.v.01;v01494310;put-9.1-2;62;0
put bronze on left;put.v.01;v01494310;put-9.1-2;62;0
put brown rod in hole;insert.v.02;v00187526;;62;0
put brown sphere in pot;insert.v.02;v00187526;;62;0
put bug in sack;insert.v.02;v00187526;;62;0
put butter in pan;insert.v.02;v00187526;;62;0
put butter in pot;insert.v.02;v00187526;;62;0
put c battery in drill;insert.v.02;v00187526;;62;0
put canary in case;insert.v.02;v00187526;;62;0
put canteen in knapsack;insert.v.02;v00187526;;62;0
put card in pocket;insert.v.02;v00187526;;62;0
put card in slot;insert.v.02;v00187526;;62;0
put carton in oven;insert.v.02;v00187526;;62;0
put cave cube in bottom right socket;insert.v.02;v00187526;;62;0
put celery in purse;insert.v.02;v00187526;;62;0
put cereal in pot;insert.v.02;v00187526;;62;0
put chain on hook;put.v.01;v01494310;put-9.1-2;62;0
put chalice in case;insert.v.02;v00187526;;62;0
put chasm cube in bottom left socket;insert.v.02;v00187526;;62;0
put clear sphere in diamond stand;insert.v.02;v00187526;;62;0
put clock in pot;insert.v.02;v00187526;;62;0
put cloth in water;insert.v.02;v00187526;;62;0
put clover on coin;put.v.01;v01494310;put-9.1-2;62;0
put coal in basket;insert.v.02;v00187526;;62;0
put coal in furnace;insert.v.02;v00187526;;62;0
put coal in machine;insert.v.02;v00187526;;62;0
put coffin in case;insert.v.02;v00187526;;62;0
put coin in interest;insert.v.02;v00187526;;62;0
put coin in jukebox;insert.v.02;v00187526;;62;0
put coin in loans;insert.v.02;v00187526;;62;0
put coin in net;insert.v.02;v00187526;;62;0
put coin in pocket;insert.v.02;v00187526;;62;0
put coin in slot;insert.v.02;v00187526;;62;0
put coin in zipper;insert.v.02;v00187526;;62;0
put coins in fur sack;insert.v.02;v00187526;;62;0
put collar on dog;put.v.01;v01494310;put-9.1-2;62;0
put compass rose in carving;insert.v.02;v00187526;;62;0
put control in top socket;insert.v.02;v00187526;;62;0
put copper key on keyring;put.v.01;v01494310;put-9.1-2;62;0
put crossbow in sack;insert.v.02;v00187526;;62;0
put crystal in space;insert.v.02;v00187526;;62;0
put cube in cauldron;insert.v.02;v00187526;;62;0
put cube in pot;insert.v.02;v00187526;;62;0
put dagger in chest;insert.v.02;v00187526;;62;0
put dart on claw;put.v.01;v01494310;put-9.1-2;62;0
put decaf in pot;insert.v.02;v00187526;;62;0
put diamond cluster in first hole;insert.v.02;v00187526;;62;0
put diamond in basket;insert.v.02;v00187526;;62;0
